4.17201596301,-1.16937168906,25.7140853788,0.679981
3.40332093587,-0.813043862569,24.9726831482,0.729654
2.82296881943,-0.444736873601,24.3774400744,0.784851
2.30894452088,-0.240150320859,23.8845353796,0.843916
2.06863271,-0.0628879017935,23.7379088433,0.904597
1.77526537041,0.00808981393402,23.491881502,0.968521
1.5943097165,0.114419794251,23.4360841811,1.029364
1.39681765973,0.22637046719,23.1857451565,1.088217
1.11785405848,0.308173641834,22.9888635184,1.146854
1.11058330527,0.395778627146,22.9941042938,1.202477
1.00183957832,0.42183329809,23.0041874944,1.26009
1.00815333044,0.539998729884,22.9545612972,1.313978
0.977834867121,0.602807853072,22.9384513747,1.366342
0.979316421374,0.649134974028,22.8672586987,1.418785
0.98815834161,0.735331148891,22.8304023217,1.472625
1.02073466949,0.772719673621,22.8672066767,1.525139
0.93145574336,0.786180235054,22.7430997321,1.577494
0.89374163004,0.816473210664,22.7893704487,1.63051
0.921336762292,0.871811007961,22.9111030193,1.683148
0.854309201519,0.856836950423,22.9230022788,1.73868
0.818784090501,0.872905700463,22.9360750727,1.794956
0.753065722601,0.864217940044,22.9130761026,1.84987
0.754193131637,0.906348936561,22.9880645949,1.9058
0.67199115942,0.866645121992,22.94296523,1.96041
0.663740803541,0.905686053326,23.0006740076,2.014236
0.644396334561,0.83995404818,23.0479891074,2.067031
0.63425771415,0.712594832704,23.072070019,2.117776
0.624350521122,0.6311602977,23.0408210306,2.169324
0.619615294905,0.522093757959,22.9656071065,2.220391
0.620173972508,0.45220824543,22.9206470527,2.267513
0.623604615411,0.401842631493,22.920164268,2.318968
0.582039716607,0.352713614766,22.9283121754,2.370566
0.576885660569,0.283955046526,22.8663478097,2.423481
0.590570798582,0.231295659702,22.930880753,2.47817
0.550564665844,0.202648150356,22.9081042376,2.538462
0.534058266608,0.121145833174,22.8819850496,2.595612
0.516623492065,0.132949544463,22.9311073381,2.65055
0.466611761342,0.111668788022,22.9265734878,2.704503
0.457560551413,0.0995488979267,22.9196231194,2.755789
0.408317475742,0.107411091974,22.9276968788,2.808936
0.348721835408,0.112608699634,22.8701580537,2.860698
0.358372009357,0.128385082328,22.9278640941,2.915149
0.368290426104,0.069854214076,22.8263594392,2.969476
0.330567239717,0.119233499594,22.8442631001,3.022146
0.363735441307,0.0936291005892,22.8507759911,3.073577
0.357292489253,0.140609908083,22.8138526168,3.1258
0.316017499713,0.14009278151,22.7864141088,3.177407
0.278133388458,0.13961196005,22.7622656639,3.229077
0.302587412638,0.205744832863,22.8824505357,3.281728
0.246701441354,0.29997471763,22.7956588006,3.333208
0.260629606888,0.302317339662,22.8310411257,3.385495
0.266358015805,0.353644610442,22.880662792,3.437262
0.220608352238,0.311309026798,22.8486017613,3.490603
0.235700772471,0.368749954844,22.830308366,3.541354
0.225671558831,0.372236316006,22.840379019,3.593101
0.216520070453,0.283169317499,22.8787312003,3.644091
